bw;delay;average_throughput;average_queue_length;average_max_queue_length;max_measured_queue_length;reward
15.0000000000000000000;5.0000000000000000000;1796510.3999999999068677425;21.4137999999999983913;-1.0000000000000000000;145.0000000000000000000;1.4868668519999999056
15.0000000000000000000;5.2020202020202024329;1636248.0000000000000000000;20.8693999999999988404;-1.0000000000000000000;146.0000000000000000000;1.3344764760000000781
15.0000000000000000000;5.4040404040404039776;1790437.1999999999534338713;23.2835999999999998522;-1.0000000000000000000;147.0000000000000000000;1.4537563440000000892
15.0000000000000000000;5.6060606060606064105;1789280.3999999999068677425;23.1046000000000013586;-1.0000000000000000000;146.0000000000000000000;1.4551878839999998760
15.0000000000000000000;5.8080808080808079552;1788412.8000000000465661287;23.0173999999999985278;-1.0000000000000000000;147.0000000000000000000;1.4555811960000000216
15.0000000000000000000;6.0101010101010103881;1790437.1999999999534338713;22.7733999999999987551;-1.0000000000000000000;147.0000000000000000000;1.4611338360000001302
15.0000000000000000000;6.2121212121212119328;1793907.6000000000931322575;22.3965999999999993975;-1.0000000000000000000;149.0000000000000000000;1.4700527640000000673
15.0000000000000000000;6.4141414141414143657;1793329.1999999999534338713;22.1463999999999998636;-1.0000000000000000000;148.0000000000000000000;1.4730922560000001553
15.0000000000000000000;6.6161616161616159104;1793040.0000000000000000000;21.8880000000000016769;-1.0000000000000000000;148.0000000000000000000;1.4765395199999999942
15.0000000000000000000;6.8181818181818183433;1792461.6000000000931322575;21.5272000000000005571;-1.0000000000000000000;147.0000000000000000000;1.4811782880000001761
15.0000000000000000000;7.0202020202020207762;1791304.8000000000465661287;22.8780000000000001137;-1.0000000000000000000;148.0000000000000000000;1.4604889199999999683
15.0000000000000000000;7.2222222222222223209;1791015.6000000000931322575;22.6722000000000001307;-1.0000000000000000000;149.0000000000000000000;1.4631755879999999159
15.0000000000000000000;7.4242424242424238656;1790437.1999999999534338713;22.4015999999999984027;-1.0000000000000000000;149.0000000000000000000;1.4665100639999999466
15.0000000000000000000;7.6262626262626262985;1782628.8000000000465661287;22.1414000000000008583;-1.0000000000000000000;149.0000000000000000000;1.4624641560000000151
15.0000000000000000000;7.8282828282828287314;1445960.0000000000000000000;25.3956000000000017280;-1.0000000000000000000;150.0000000000000000000;1.0787396239999997860
15.0000000000000000000;8.0303030303030311643;1444803.1999999999534338713;25.0935999999999985732;-1.0000000000000000000;150.0000000000000000000;1.0819497439999998800
15.0000000000000000000;8.2323232323232318208;1624427.6000000000931322575;20.5601999999999982549;-1.0000000000000000000;149.0000000000000000000;1.3271271079999999998
15.0000000000000000000;8.4343434343434342537;1442578.8000000000465661287;24.7581999999999986528;-1.0000000000000000000;149.0000000000000000000;1.0845752280000000578
15.0000000000000000000;8.6363636363636366866;1624021.6000000000931322575;20.7894000000000005457;-1.0000000000000000000;151.0000000000000000000;1.3234068760000001763
15.0000000000000000000;8.8383838383838373431;1623243.1999999999534338713;20.4271999999999991360;-1.0000000000000000000;151.0000000000000000000;1.3278658880000000497
15.0000000000000000000;9.0404040404040415524;1622286.3999999999068677425;20.2857999999999982776;-1.0000000000000000000;151.0000000000000000000;1.3289537319999997766
15.0000000000000000000;9.2424242424242422089;1621797.1999999999534338713;20.0450000000000017053;-1.0000000000000000000;151.0000000000000000000;1.3319464999999999222
15.0000000000000000000;9.4444444444444446418;1785520.8000000000465661287;23.3207999999999984198;-1.0000000000000000000;153.0000000000000000000;1.4483020320000001835
15.0000000000000000000;9.6464646464646470747;1786677.6000000000931322575;21.6163999999999987267;-1.0000000000000000000;151.0000000000000000000;1.4741044560000002850
15.0000000000000000000;9.8484848484848477312;1784942.3999999999068677425;22.8170000000000001705;-1.0000000000000000000;152.0000000000000000000;1.4550085799999998848
15.0000000000000000000;10.0505050505050501641;1785810.0000000000000000000;21.1136000000000016996;-1.0000000000000000000;151.0000000000000000000;1.4805073440000000584
15.0000000000000000000;10.2525252525252525970;1607319.6000000000931322575;21.9289999999999984936;-1.0000000000000000000;154.0000000000000000000;1.2902262600000002912
15.0000000000000000000;10.4545454545454532536;1607319.6000000000931322575;21.7006000000000014438;-1.0000000000000000000;153.0000000000000000000;1.2935289240000000799
15.0000000000000000000;10.6565656565656574628;1607030.3999999999068677425;21.3152000000000008129;-1.0000000000000000000;153.0000000000000000000;1.2988126079999999796
15.0000000000000000000;10.8585858585858581193;1607119.6000000000931322575;20.9407999999999994145;-1.0000000000000000000;152.0000000000000000000;1.3043156320000002246
15.0000000000000000000;11.0606060606060605522;1607230.3999999999068677425;21.1435999999999992838;-1.0000000000000000000;154.0000000000000000000;1.3014939439999999582
15.0000000000000000000;11.2626262626262629851;1606473.6000000000931322575;20.9308000000000014040;-1.0000000000000000000;154.0000000000000000000;1.3038142320000001284
15.0000000000000000000;11.4646464646464636417;1605784.3999999999068677425;20.8497999999999983345;-1.0000000000000000000;153.0000000000000000000;1.3042962919999998572
15.0000000000000000000;11.6666666666666678509;1605027.6000000000931322575;20.6327999999999995850;-1.0000000000000000000;154.0000000000000000000;1.3066773120000001462
15.0000000000000000000;11.8686868686868685074;1781472.0000000000000000000;21.2432000000000016371;-1.0000000000000000000;155.0000000000000000000;1.4742953279999999605
15.0000000000000000000;12.0707070707070709403;1780893.6000000000931322575;21.2438000000000002387;-1.0000000000000000000;155.0000000000000000000;1.4737082519999999963
15.0000000000000000000;12.2727272727272733732;1780315.1999999999534338713;20.9945999999999983743;-1.0000000000000000000;155.0000000000000000000;1.4767332840000000349
15.0000000000000000000;12.4747474747474740298;1780026.0000000000000000000;20.7445999999999983743;-1.0000000000000000000;155.0000000000000000000;1.4800590840000000803
15.0000000000000000000;12.6767676767676764626;1778869.1999999999534338713;20.7429999999999985505;-1.0000000000000000000;153.0000000000000000000;1.4789254199999999351
15.0000000000000000000;12.8787878787878788955;1779158.3999999999068677425;20.6695999999999990848;-1.0000000000000000000;154.0000000000000000000;1.4802759839999999336
